title,images,colors,shape,material,size,description,0,1,2,3,4,5,6,7,8,Desi,bullet,keywords,manufacturer,UK ID,AU ID,MX ID,TR ID,AE ID,SG ID,JP ID,CA ID,US item_type_keyword,IT ID,FR ID,ES ID,PL ID,NL ID,DE ID,BG ID,SE ID,item type name
Coffee Table Glass - Walnut - Handmade Stylish Modern Side Table With Wood - Center Table Living Room Home Decoration,"64,65",dark brown,Round,Wood,30x30x40,"The small size glass coffee table: 30x30x40 cm.
The medium size coffee table: 35x35x50 cm.
Side tables are completely made of linden wood.
It is created by gluing together many Linden trees on the side tables.
Each tree combined with the laminated method has its own unique pattern and color tone.
The product can only be wiped with a damp cloth moistened with water for cleaning.
Any surface cleaner and chemical substance should not come into contact with the surface.",,242,242,271,,271,314,303,332,7,It is made of quality material. = It will not deform. = You can get it as a gift to your loved ones.,tree; middle; side; coffee table; room; house; home; wood; Metal; woman; male; design; shopping; modern; bronze; black; white; nest; walnut; natural; center; round; rectangle,eWorldPartner,2850921031,4975824051,9757394011,,,6538242051,5341894051,6646934011,coffee-tables,2808733031,2818721031,2822924031,20853025031,16474337031,343493011,27157085031,20650250031,"home decoration,coffee table"
Coffee Table Glass - Walnut - Handmade Stylish Modern Side Table With Wood - Center Table Living Room Home Decoration,"66,67",dark brown,Round,Wood,35x35x50,"The small size glass coffee table: 30x30x40 cm.
The medium size coffee table: 35x35x50 cm.
Side tables are completely made of linden wood.
It is created by gluing together many Linden trees on the side tables.
Each tree combined with the laminated method has its own unique pattern and color tone.
The product can only be wiped with a damp cloth moistened with water for cleaning.
Any surface cleaner and chemical substance should not come into contact with the surface.",,269,269,303,,303,355,344,391,12,Made of solid metal. = The model is specially designed. = You can use it anywhere in your home.,side; coffee table; middle; room; house; home; wood; Metal; woman; male; design; shopping; modern; bronze; black; white; nest; walnut; natural; center; round; rectangle,eWorldPartner,2850921031,4975824051,9757394011,,,6538242051,5341894051,6646934011,coffee-tables,2808733031,2818721031,2822924031,20853025031,16474337031,343493011,27157085031,20650250031,"home decoration,coffee table"
Side Table Hourglass Special Design Handmade Natural Coffee Table  - Walnut - Stylish Center Table Living Room Home Decoration,"112,113,110,115,118",light brown,Round,Wood,35x35x45,"The size of the side table hourglass is 35x35x45 cm.
Side tables are completely made of linden wood.
It is created by gluing many linden trees together on the side tables.
Each tree combined with the laminated method has its own unique pattern and color tone.
The product can only be wiped with a damp cloth moistened with water for cleaning.
Any surface cleaner and chemical substance should not come into contact with its surface.",,364,364,397,,397,445,434,481,11,It is a specially designed coffee table. = It can be used for a long time. = It adds style and elegance to your home.,coffee table; middle; side; room; house; home; wood; Metal; woman; male; design; shopping; modern; bronze; black; white; nest; walnut; natural; center; round; rectangle,eWorldPartner,2850921031,4975824051,9757394011,,,6538242051,5341894051,6646934011,coffee-tables,2808733031,2818721031,2822924031,20853025031,16474337031,343493011,27157085031,20650250031,"home decoration,coffee table"
Center Table Linden Handmade Modern Decorative Side Table - Walnut - Stylish Coffee Table Living Room Home Decoration,68,dark brown,Round,Wood,40x40x50,"The linden center side table size 40x40x50 cm.
Side tables are completely made of linden wood.
It is created by gluing together many Linden trees on the side tables.
Each tree combined with the laminated method has its own unique pattern and color tone.
The product can only be wiped with a damp cloth moistened with water for cleaning.
Any surface cleaner and chemical substance should not come into contact with its surface.",,291,291,330,,330,389,378,428,16,It is made of quality material. = It will not deform. = You can get it as a gift to your loved ones.,middle; side; coffee table; room; house; home; wood; Metal; woman; male; design; shopping; modern; bronze; black; white; nest; walnut; natural; center; round; rectangle,eWorldPartner,2850921031,4975824051,9757394011,,,6538242051,5341894051,6646934011,coffee-tables,2808733031,2818721031,2822924031,20853025031,16474337031,343493011,27157085031,20650250031,"home decoration,coffee table"
Center Table Chestnut Handmade Decorative Side Table For Farmhouse - Natural - Modern Coffee Table Living Room Home Decoration,69,light brown,Round,Wood,40x40x50,"The chestnut side table size 40x40x50 cm.
Side tables are made entirely of chestnut wood.
It is formed by gluing together many chestnut trees on side tables.
Each tree combined with the laminated method has its own unique pattern and color tone.
The product can only be wiped with a damp cloth moistened with water for cleaning.
Any surface cleaner and chemical substance should not come into contact with its surface.",,309,309,348,,348,407,396,446,16,Made of solid wood. = The model is specially designed. = You can use it anywhere in your home.,side; coffee table; middle; room; house; home; wood; Metal; woman; male; design; shopping; modern; bronze; black; white; nest; walnut; natural; center; round; rectangle,eWorldPartner,2850921031,4975824051,9757394011,,,6538242051,5341894051,6646934011,coffee-tables,2808733031,2818721031,2822924031,20853025031,16474337031,343493011,27157085031,20650250031,"home decoration,coffee table"
Center Table Handmade Modern Exclusive Design Solid Wood Coffee Table - Walnut - Side Table For Living Room Home Decoration,107,dark brown,Round,Wood,40x40x50,"The size of the side table is 40x40x50 cm.
Side tables are completely made of linden wood.
It is created by gluing many linden trees together on the side tables.
Each tree combined with the laminated method has its own unique pattern and color tone.
The product can only be wiped with a damp cloth moistened with water for cleaning.
Any surface cleaner and chemical substance should not come into contact with its surface.",,275,275,314,,314,373,362,412,16,It is a specially designed coffee table. = It can be used for a long time. = It adds style and elegance to your home.,tree; coffee table; middle; side; room; house; home; wood; Metal; woman; male; design; shopping; modern; bronze; black; white; nest; walnut; natural; center; round; rectangle,eWorldPartner,2850921031,4975824051,9757394011,,,6538242051,5341894051,6646934011,coffee-tables,2808733031,2818721031,2822924031,20853025031,16474337031,343493011,27157085031,20650250031,"home decoration,coffee table"
Side Table Handmade Modern Exclusive Design Solid Wood Coffee Table - Walnut - Center Table For Living Room Home Decoration,"71,73,79,87,88",dark brown,Round,Wood,30x30x40,"The small size side table: 30x30x40 cm.
The medium size side table: 30x30x50 cm.
Side tables are completely made of linden wood.
It is created by gluing many linden trees together on the side tables.
Each tree combined with the laminated method has its own unique pattern and color tone.
The product can only be wiped with a damp cloth moistened with water for cleaning.
Any surface cleaner and chemical substance should not come into contact with its surface.",,212,212,241,,241,284,273,302,7,It is made of quality material. = It will not deform. = You can get it as a gift to your loved ones.,middle; side; coffee table; room; house; home; wood; Metal; woman; male; design; shopping; modern; bronze; black; white; nest; walnut; natural; center; round; rectangle,eWorldPartner,2850921031,4975824051,9757394011,,,6538242051,5341894051,6646934011,coffee-tables,2808733031,2818721031,2822924031,20853025031,16474337031,343493011,27157085031,20650250031,"home decoration,coffee table"
Side Table Handmade Modern Exclusive Design Solid Wood Coffee Table - Walnut - Center Table For Living Room Home Decoration,"71,73,78,87,89",dark brown,Round,Wood,30x30x50,"The small size side table: 30x30x40 cm.
The medium size side table: 30x30x50 cm.
Side tables are completely made of linden wood.
It is created by gluing many linden trees together on the side tables.
Each tree combined with the laminated method has its own unique pattern and color tone.
The product can only be wiped with a damp cloth moistened with water for cleaning.
Any surface cleaner and chemical substance should not come into contact with its surface.",,234,234,265,,265,311,300,340,9,Made of solid wood. = The model is specially designed. = You can use it anywhere in your home.,side; coffee table; middle; room; house; home; wood; Metal; woman; male; design; shopping; modern; bronze; black; white; nest; walnut; natural; center; round; rectangle,eWorldPartner,2850921031,4975824051,9757394011,,,6538242051,5341894051,6646934011,coffee-tables,2808733031,2818721031,2822924031,20853025031,16474337031,343493011,27157085031,20650250031,"home decoration,coffee table"
Side Table Handmade Rustic Wooden Exclusive Design Coffee Table - Natural - Center Table For Living Room Home Decoration,"91,99,96,102,105",light brown,Round,Wood,30x30x40,"The small size side table: 30x30x40 cm.
The medium size side table: 30x30x50 cm.
Side tables are completely made of linden wood.
It is created by gluing many linden trees together on the side tables.
Each tree combined with the laminated method has its own unique pattern and color tone.
The product can only be wiped with a damp cloth moistened with water for cleaning.
Any surface cleaner and chemical substance should not come into contact with its surface.",,212,212,241,,241,284,273,302,7,It is a specially designed coffee table. = It can be used for a long time. = It adds style and elegance to your home.,tree; coffee table; middle; side; room; house; home; wood; Metal; woman; male; design; shopping; modern; bronze; black; white; nest; walnut; natural; center; round; rectangle,eWorldPartner,2850921031,4975824051,9757394011,,,6538242051,5341894051,6646934011,coffee-tables,2808733031,2818721031,2822924031,20853025031,16474337031,343493011,27157085031,20650250031,"home decoration,coffee table"
Side Table Handmade Rustic Wooden Exclusive Design Coffee Table - Natural - Center Table For Living Room Home Decoration,"91,99,94,102,104",light brown,Round,Wood,30x30x50,"The small size side table: 30x30x40 cm.
The medium size side table: 30x30x50 cm.
Side tables are completely made of linden wood.
It is created by gluing many linden trees together on the side tables.
Each tree combined with the laminated method has its own unique pattern and color tone.
The product can only be wiped with a damp cloth moistened with water for cleaning.
Any surface cleaner and chemical substance should not come into contact with its surface.",,234,234,265,,265,311,300,340,9,It is made of quality material. = It will not deform. = You can get it as a gift to your loved ones.,middle; side; coffee table; room; house; home; wood; Metal; woman; male; design; shopping; modern; bronze; black; white; nest; walnut; natural; center; round; rectangle,eWorldPartner,2850921031,4975824051,9757394011,,,6538242051,5341894051,6646934011,coffee-tables,2808733031,2818721031,2822924031,20853025031,16474337031,343493011,27157085031,20650250031,"home decoration,coffee table"
Tea Table With Wooden Leg Side Table White Roma Natural - Coffee Table Living Room Home Decoration,129,white,Round,Wood,34x34x47,"The silk surface and solid beech wood legs of the coffee table give your room a warm and natural feel.
Easy to install as each leg has only one connection.
Beech wood is a natural and long-lasting material.
The surface is covered with a protective varnish that does not lose its naturalness to the wood and makes it more durable.
Thanks to its steel connection apparatus, it provides durable use for many years.
The size of the product is 34x34x47 cm.",,162,162,194,,194,245,230,300,11,It is a specially designed coffee table. = It can be used for a long time. = It adds style and elegance to your home.,coffee table; middle; side; room; house; home; wood; Metal; woman; male; design; shopping; modern; bronze; black; white; nest; walnut; natural; center; round; rectangle,eWorldPartner,2850921031,4975824051,9757394011,,,6538242051,5341894051,6646934011,coffee-tables,2808733031,2818721031,2822924031,20853025031,16474337031,343493011,27157085031,20650250031,"home decoration,coffee table"
Tea Table With Wooden Leg Side Table Walnut Roma Natural - Coffee Table Living Room Home Decoration,130,walnut,Round,Wood,34x34x47,"The silk surface and solid beech wood legs of the coffee table give your room a warm and natural feel.
Easy to install as each leg has only one connection.
Beech wood is a natural and long-lasting material.
The surface is covered with a protective varnish that does not lose its naturalness to the wood and makes it more durable.
Thanks to its steel connection apparatus, it provides durable use for many years.
The size of the product is 34x34x47 cm.",,162,162,194,,194,245,230,300,11,It is a specially designed coffee table. = It can be used for a long time. = It adds style and elegance to your home.,coffee table; middle; side; room; house; home; wood; Metal; woman; male; design; shopping; modern; bronze; black; white; nest; walnut; natural; center; round; rectangle,eWorldPartner,2850921031,4975824051,9757394011,,,6538242051,5341894051,6646934011,coffee-tables,2808733031,2818721031,2822924031,20853025031,16474337031,343493011,27157085031,20650250031,"home decoration,coffee table"
Tea Table With Wooden Leg Side Table Beige Roma Natural - Coffee Table Living Room Home Decoration,132,beige,Round,Wood,34x34x47,"The silk surface and solid beech wood legs of the coffee table give your room a warm and natural feel.
Easy to install as each leg has only one connection.
Beech wood is a natural and long-lasting material.
The surface is covered with a protective varnish that does not lose its naturalness to the wood and makes it more durable.
Thanks to its steel connection apparatus, it provides durable use for many years.
The size of the product is 34x34x47 cm.",,162,162,194,,194,245,230,300,11,It is a specially designed coffee table. = It can be used for a long time. = It adds style and elegance to your home.,coffee table; middle; side; room; house; home; wood; Metal; woman; male; design; shopping; modern; bronze; black; white; nest; walnut; natural; center; round; rectangle,eWorldPartner,2850921031,4975824051,9757394011,,,6538242051,5341894051,6646934011,coffee-tables,2808733031,2818721031,2822924031,20853025031,16474337031,343493011,27157085031,20650250031,"home decoration,coffee table"
Tea Table With Wooden Leg Side Table Gray Roma Natural - Coffee Table Living Room Home Decoration,131,gray,Round,Wood,34x34x47,"The silk surface and solid beech wood legs of the coffee table give your room a warm and natural feel.
Easy to install as each leg has only one connection.
Beech wood is a natural and long-lasting material.
The surface is covered with a protective varnish that does not lose its naturalness to the wood and makes it more durable.
Thanks to its steel connection apparatus, it provides durable use for many years.
The size of the product is 34x34x47 cm.",,162,162,194,,194,245,230,300,11,It is a specially designed coffee table. = It can be used for a long time. = It adds style and elegance to your home.,coffee table; middle; side; room; house; home; wood; Metal; woman; male; design; shopping; modern; bronze; black; white; nest; walnut; natural; center; round; rectangle,eWorldPartner,2850921031,4975824051,9757394011,,,6538242051,5341894051,6646934011,coffee-tables,2808733031,2818721031,2822924031,20853025031,16474337031,343493011,27157085031,20650250031,"home decoration,coffee table"
Center Table Mushroom Shaped Dark Walnut Side Table - Tea Table For Living Room Home Decoration,"134,135,133,136,140",dark walnut,Round,Wood,30x30x28,"Made of linden wood, the product is painted with walnut color varnish. The tree, on which colorless varnish is used, may darken over time and show a color change with the effect of the sun from the outside.
The texture and patterns in the raw wood are evident under the polish. Each product is unique in terms of pattern and texture.
The wood used may have a different texture and pattern each time. The products used in the shooting are specific to the tree purchased and used at that time, and new products may show differences in tone and pattern. Since it is combined with the laminated method, the joints can be seen as lines, and the tone difference can be seen between the combined trees.
Each product is made by hand, the dimensions may differ in millimeters.
It is recommended to clean it with a damp cloth.
The size of the product is 30x30x28 cm.",,210,210,236,,236,268,262,281,5,It is made of quality material. = It will not deform. = You can get it as a gift to your loved ones.,middle; side; coffee table; room; house; home; wood; Metal; woman; male; design; shopping; modern; bronze; black; white; nest; walnut; natural; center; round; rectangle,eWorldPartner,2850921031,4975824051,9757394011,,,6538242051,5341894051,6646934011,coffee-tables,2808733031,2818721031,2822924031,20853025031,16474337031,343493011,27157085031,20650250031,"home decoration,coffee table"
Center Table Mushroom Shaped Black Side Table - Tea Table For Living Room Home Decoration,"141,145,146,148,151",black,Round,Wood,30x30x28,"Made of linden wood, the product is painted with walnut color varnish. The tree, on which colorless varnish is used, may darken over time and show a color change with the effect of the sun from the outside.
The texture and patterns in the raw wood are evident under the polish. Each product is unique in terms of pattern and texture.
The wood used may have a different texture and pattern each time. The products used in the shooting are specific to the tree purchased and used at that time, and new products may show differences in tone and pattern. Since it is combined with the laminated method, the joints can be seen as lines, and the tone difference can be seen between the combined trees.
Each product is made by hand, the dimensions may differ in millimeters.
It is recommended to clean it with a damp cloth.
The size of the product is 30x30x28 cm.",,210,210,236,,236,268,262,281,5,It is made of quality material. = It will not deform. = You can get it as a gift to your loved ones.,middle; side; coffee table; room; house; home; wood; Metal; woman; male; design; shopping; modern; bronze; black; white; nest; walnut; natural; center; round; rectangle,eWorldPartner,2850921031,4975824051,9757394011,,,6538242051,5341894051,6646934011,coffee-tables,2808733031,2818721031,2822924031,20853025031,16474337031,343493011,27157085031,20650250031,"home decoration,coffee table"
Center Table Mushroom Shaped Light Walnut Side Table - Tea Table For Living Room Home Decoration,"152,156,159,160,161",light walnut,Round,Wood,30x30x28,"Made of linden wood, the product is painted with walnut color varnish. The tree, on which colorless varnish is used, may darken over time and show a color change with the effect of the sun from the outside.
The texture and patterns in the raw wood are evident under the polish. Each product is unique in terms of pattern and texture.
The wood used may have a different texture and pattern each time. The products used in the shooting are specific to the tree purchased and used at that time, and new products may show differences in tone and pattern. Since it is combined with the laminated method, the joints can be seen as lines, and the tone difference can be seen between the combined trees.
Each product is made by hand, the dimensions may differ in millimeters.
It is recommended to clean it with a damp cloth.
The size of the product is 30x30x28 cm.",,210,210,236,,236,268,262,281,5,It is made of quality material. = It will not deform. = You can get it as a gift to your loved ones.,middle; side; coffee table; room; house; home; wood; Metal; woman; male; design; shopping; modern; bronze; black; white; nest; walnut; natural; center; round; rectangle,eWorldPartner,2850921031,4975824051,9757394011,,,6538242051,5341894051,6646934011,coffee-tables,2808733031,2818721031,2822924031,20853025031,16474337031,343493011,27157085031,20650250031,"home decoration,coffee table"
Coffee Table Rectangle Natural Log Side Table Walnut 25 x 25 x 45 cm - Center Table Living Room Home Decoration,"165,164",walnut,Rectangle,Wood,25x25x45,"It is a product made from natural wood.
The texture and patterns in the raw wood are evident under the polish. Each product is unique in terms of pattern and texture.
The wood used may have a different texture and pattern each time. The products used in the shooting are specific to the tree purchased and used at that time, and new products may show differences in tone and pattern.
It is recommended to clean it with a damp cloth.
The size of the product is 25x25x45 cm.",,253,253,280,,280,313,306,331,6,Made of solid wood. = The model is specially designed. = You can use it anywhere in your home.,side; coffee table; middle; room; house; home; wood; Metal; woman; male; design; shopping; modern; bronze; black; white; nest; walnut; natural; center; round; rectangle,eWorldPartner,2850921031,4975824051,9757394011,,,6538242051,5341894051,6646934011,coffee-tables,2808733031,2818721031,2822924031,20853025031,16474337031,343493011,27157085031,20650250031,"home decoration,coffee table"
Coffee Table Rectangle Natural Log Side Table Brown 25 x 25 x 45 cm - Center Table Living Room Home Decoration,"163,162",brown,Rectangle,Wood,25x25x45,"It is a product made from natural wood.
The texture and patterns in the raw wood are evident under the polish. Each product is unique in terms of pattern and texture.
The wood used may have a different texture and pattern each time. The products used in the shooting are specific to the tree purchased and used at that time, and new products may show differences in tone and pattern.
It is recommended to clean it with a damp cloth.
The size of the product is 25x25x45 cm.",,253,253,280,,280,313,306,331,6,Made of solid wood. = The model is specially designed. = You can use it anywhere in your home.,side; coffee table; middle; room; house; home; wood; Metal; woman; male; design; shopping; modern; bronze; black; white; nest; walnut; natural; center; round; rectangle,eWorldPartner,2850921031,4975824051,9757394011,,,6538242051,5341894051,6646934011,coffee-tables,2808733031,2818721031,2822924031,20853025031,16474337031,343493011,27157085031,20650250031,"home decoration,coffee table"
Side Table Tray Concept Linden Tree Center Table 35 x 35 x 50 cm - For Living Room Home Decoration,"168,167,166",walnut,Round,Wood,35x35x50,"Made from linden wood.
No installation required. Top table diameter is 35 cm.
It is the color of linden wood. Painted with natural varnish.
You can clean your furniture by wiping it with a damp cloth. Protect from direct sunlight. Avoid prolonged contact of hot surfaces and water.
The size of the product is 35x35x50 cm.",,798,798,831,,831,879,867,914,12,It is a specially designed coffee table. = It can be used for a long time. = It adds style and elegance to your home.,coffee table; middle; side; room; house; home; wood; Metal; woman; male; design; shopping; modern; bronze; black; white; nest; walnut; natural; center; round; rectangle,eWorldPartner,2850921031,4975824051,9757394011,,,6538242051,5341894051,6646934011,coffee-tables,2808733031,2818721031,2822924031,20853025031,16474337031,343493011,27157085031,20650250031,"home decoration,coffee table"
Center Table Kircon Black Metal Leg Marble Side Table - Square Coffee Table Living Room Home Decoration,"169,170,171",black,Square,Metal,30x30x50,"The upper part of the coffee table is made of marble.
It is square shaped.
The legs of the coffee table are made of metal.
It is recommended to wipe clean.
The size of the product is 30x30x50 cm.",,666,666,695,,695,735,726,766,9,It is made of quality material. = It will not deform. = You can get it as a gift to your loved ones.,middle; side; coffee table; room; house; home; wood; Metal; woman; male; design; shopping; modern; bronze; black; white; nest; walnut; natural; center; round; rectangle,eWorldPartner,2850921031,4975824051,9757394011,,,6538242051,5341894051,6646934011,coffee-tables,2808733031,2818721031,2822924031,20853025031,16474337031,343493011,27157085031,20650250031,"home decoration,coffee table"
